Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
3290,Ciara O'Rourke,“Breaking Trump quietly announces Hillary’s prosecution is moving forward.”,Facebook posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3291,Sara Swann,Video shows people collapsing because of COVID-19 vaccines.,Instagram posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3292,Loreben Tuquero,A Minnesota lawmaker introduced a bill that would make it “illegal to discriminate against child rapists.”,Tweets,"May 3, 2023",FALSE,FAKE,0,FAKE,
3293,Samantha Putterman,"“Buyers with good credit scores will pay even more to cover for those with bad credit.""",Nikki Haley,"May 3, 2023",barely-true,FAKE,0,FAKE,
3294,Loreben Tuquero,Former President Barack Obama was arrested after his campaign “took $30 million illegally from Commie China fugitive.”,Facebook posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3295,Tom Kertscher,The World Economic Forum and the United Nations have “ordered world governments to ration people’s water supply.”,TikTok posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3296,Amy Sherman,"A Florida elections bill “guts everything” “instead of getting tough, and doing what the people want (same day voting, Voter ID, proof of Citizenship, paper ballots, hand count, etc.).”",Donald Trump,"May 3, 2023",FALSE,FAKE,0,FAKE,
3297,Jeff Cercone,“Anheuser-Busch closing half its U.S. breweries” after Dylan Mulvaney backlash.,Facebook posts,"May 1, 2023",pants-fire,FAKE,0,FAKE,
3298,Matthew Crowley,There is “$500 billion of unspent COVID money” that can be rescinded.,Nikki Haley,"May 1, 2023",half-true,REAL,1,,
3299,Louis Jacobson,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,Jonathan Martin,"May 1, 2023",TRUE,REAL,1,,
3300,Maria Briceño,“El nuevo WhatsApp de 2023” permite “ver con quién están hablando tus contactos en vivo”.,Facebook posts,"May 1, 2023",FALSE,FAKE,0,FAKE,
3301,Jill Terreri,New York Gov. Kathy Hochul wants “quarantine camps” and “imprisonment” if you’re suspected of having a disease.,Facebook posts,"April 29, 2023",pants-fire,FAKE,0,FAKE,
3302,Andy Nguyen,"The ocean is ""flat"" and ""contained"" by land features that jut up from a flat (not spherical) earth.",Facebook posts,"April 28, 2023",FALSE,FAKE,0,FAKE,
3303,Jeff Cercone,"""Healthy pilots are suffering from myocarditis and dropping dead on flights” because of the COVID-19 vaccines.",Instagram posts,"April 28, 2023",FALSE,FAKE,0,FAKE,
3304,Tom Kertscher,"“Face masks may raise risk of stillbirths, testicular dysfunction and cognitive decline, study warns.”",Instagram posts,"April 28, 2023",barely-true,FAKE,0,FAKE,
3305,Sara Swann,“When fentanyl burns it smells like popcorn.”,Facebook posts,"April 28, 2023",FALSE,FAKE,0,FAKE,
3306,Loreben Tuquero,"Chick-fil-A “donates another $1.8 million to anti-LGBTQ groups,” backtracking on its promise not to.",Instagram posts,"April 28, 2023",FALSE,FAKE,0,FAKE,
3307,Tom Kertscher,"""Oil pulling” improves overall oral health, strengthens gums, helps prevent cavities, whitens teeth and reduces plaque.",Facebook posts,"April 28, 2023",barely-true,FAKE,0,FAKE,
3308,Loreben Tuquero,"Chemtrails are being put into the atmosphere and are trickling down into soil and water, becoming “the real cause of disease.”",Facebook posts,"April 27, 2023",pants-fire,FAKE,0,FAKE,
3309,Andy Nguyen,"""There is no Biden presidency. The real Biden was executed for his crimes long ago along with Clinton.""",Facebook posts,"April 27, 2023",pants-fire,FAKE,0,FAKE,
3310,Gabrielle Settles,Video shows someone impersonating Joe Biden in a mask.,Instagram posts,"April 27, 2023",pants-fire,FAKE,0,FAKE,
3311,Maria Briceño,Este video enseña “las primera palabras” de Gustavo Petro junto a Joe Biden.,Facebook posts,"April 27, 2023",FALSE,FAKE,0,FAKE,
3312,Maria Briceño,“El CEO de Pfizer es un lagarto (demonio)”.,Instagram posts,"April 27, 2023",pants-fire,FAKE,0,FAKE,
3313,Sara Swann,Israel is banning Christianity.,Facebook posts,"April 27, 2023",FALSE,FAKE,0,FAKE,
3314,Jeff Cercone,"“1,900 food production companies have been destroyed” as part of conspiracy.",Instagram posts,"April 26, 2023",FALSE,FAKE,0,FAKE,
3315,Madison Czopek,BlackRock owns 59 million shares of Dominion Voting Systems and 45.7 million shares of Fox News. BlackRock sued itself and fired Tucker Carlson as part of the lawsuit.,Facebook posts,"April 26, 2023",barely-true,FAKE,0,FAKE,
3316,Tom Kertscher,Dr. Anthony Fauci “admits that mask mandates were a broad spectrum failure.”,Instagram posts,"April 26, 2023",FALSE,FAKE,0,FAKE,
3317,Samantha Putterman,“The abortion pill has been linked to the deaths of at least 28 women in the U.S. alone.”,Instagram posts,"April 26, 2023",barely-true,FAKE,0,FAKE,
3318,Gabrielle Settles,A Pentagon plan and a CDC poster proves that a “zombie apocalypse” is coming.,Facebook posts,"April 26, 2023",pants-fire,FAKE,0,FAKE,
3319,Conor Amendola,“Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.”,Paul Tonko,"April 26, 2023",half-true,REAL,1,,
3320,Marta Campabadal,"“¡Los préstamos de estímulo de $50,000 finalmente están aquí!”",Facebook posts,"April 26, 2023",FALSE,FAKE,0,FAKE,
3321,Sara Swann,“The Antarctic ice cap is not melting.”,Instagram posts,"April 25, 2023",pants-fire,FAKE,0,FAKE,
3322,Loreben Tuquero,Brain aneurysms are a “serious and common COVID-19 mRNA vaccine injury in young people.”,Instagram posts,"April 25, 2023",FALSE,FAKE,0,FAKE,
3323,Cameron Carr,“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,Kirsten Gillibrand,"April 25, 2023",TRUE,REAL,1,,
3324,Gabrielle Settles,People are participating in “National Rape Day’” on April 24.,TikTok posts,"April 24, 2023",FALSE,FAKE,0,FAKE,
3325,Jeff Cercone,"""Adam Schiff will be impeached.”",Facebook posts,"April 24, 2023",pants-fire,FAKE,0,FAKE,
3326,Jeff Cercone,Bill Gates is coating your organic produce with a “dangerous chemical.”,Instagram posts,"April 24, 2023",FALSE,FAKE,0,FAKE,
3327,Aarón Torres,“Fentanyl is the leading cause of death for Americans 18-45.”,Greg Abbott,"April 24, 2023",mostly-true,REAL,1,,
3328,Gabrielle Settles,"Video shows Nancy Pelosi saying, “I’ve given a shoot-to-kill order for any breach of the speaker’s lobby,” on Jan. 6, 2021.",TikTok posts,"April 21, 2023",pants-fire,FAKE,0,FAKE,
3329,Loreben Tuquero,"George Soros is banned in Russia, Pakistan, Turkey, Hungary, Poland and the Philippines.",Facebook posts,"April 21, 2023",barely-true,FAKE,0,FAKE,
3330,Jeff Cercone,"""U.N. calls for decriminalizing sex with minors.”",Instagram posts,"April 21, 2023",FALSE,FAKE,0,FAKE,
3331,Andy Nguyen,"""Scientists struggle to understand why Antarctica hasn’t warmed for over 70 years despite rise in CO2.""",Instagram posts,"April 21, 2023",FALSE,FAKE,0,FAKE,
3332,Maria Briceño,"La Reserva Federal “presentó su nuevo sistema de pagos que va a sustituir al sistema bancario actual"".",Facebook posts,"April 21, 2023",FALSE,FAKE,0,FAKE,
3333,Sara Swann,Symbols on Huggies diapers are coded references to pedophilia.,Instagram posts,"April 20, 2023",pants-fire,FAKE,0,FAKE,
3334,Marta Campabadal,“Extraterrestres reales de visita”.,Facebook posts,"April 20, 2023",FALSE,FAKE,0,FAKE,
3335,Louis Jacobson,"""In the 1960s, liberals emptied our psych wards.""",Mike Pence,"April 20, 2023",half-true,REAL,1,,
3336,Jeff Cercone,A video proves that “our own government is acknowledging that they’re spraying the skies” with toxic chemicals.,Facebook posts,"April 20, 2023",FALSE,FAKE,0,FAKE,
3337,Grace Abels,Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,Tweets,"April 20, 2023",mostly-true,REAL,1,,
3338,Maria Ramirez,Florida has “the second lowest tax burden per capita in the United States.”,Ron DeSantis,"April 19, 2023",mostly-true,REAL,1,,
3339,Marta Campabadal,"""Nueva ley de perdón está eliminando hasta $15,000 de deuda para todos los estadounidenses…cualquier categoría aplica"".",Facebook posts,"April 19, 2023",FALSE,FAKE,0,FAKE,
3340,Sara Swann,The RESTRICT Act would allow the U.S. government to “charge you with a felony and $1 million for having a VPN.”,Instagram posts,"April 19, 2023",barely-true,FAKE,0,FAKE,
3341,Marta Campabadal,"""La Asociación Nacional de la Deuda ... recientemente aprobó un programa de alivio de la deuda para todos los que tengan más de $10,000 en deuda en tarjetas de crédito"".",Facebook posts,"April 18, 2023",FALSE,FAKE,0,FAKE,
3342,Madison Czopek,“One in 5 Americans has lost a family member to gun violence.”,Kamala Harris,"April 18, 2023",mostly-true,REAL,1,,
3343,Maria Briceño,Hay “restos de una nave nodriza gigante ocultada por la NASA” en Marte.,Facebook posts,"April 18, 2023",FALSE,FAKE,0,FAKE,
3344,Samantha Putterman,Video shows Russian President Vladimir Putin talking in English about U.S. democracy.,Instagram posts,"April 18, 2023",FALSE,FAKE,0,FAKE,
3345,D.L. Davis,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",Paul Ryan,"April 18, 2023",TRUE,REAL,1,,
3346,Gabrielle Settles,"""They have been preparing for mass extinction with these death caskets"" in Madison, Ga.",Facebook posts,"April 17, 2023",pants-fire,FAKE,0,FAKE,
3347,Loreben Tuquero,“34 dead after Lizzo attempted to crowd surf.”,Instagram posts,"April 17, 2023",pants-fire,FAKE,0,FAKE,
3348,Loreben Tuquero,"A video shows Sen. John Kennedy, R-La., playing a phone conversation between Rep. Alexandria Ocasio-Cortez, D-N.Y., and Hunter Biden.",Facebook posts,"April 17, 2023",pants-fire,FAKE,0,FAKE,
3349,Samantha Putterman,The U.S. Department of Defense awarded a contract for COVID-19 research in Ukraine months before the virus was known.,TikTok posts,"April 17, 2023",FALSE,FAKE,0,FAKE,
3350,Ciara O'Rourke,Video shows Kenya’s president saying he will “get rid of U.S. dollar.”,Instagram posts,"April 14, 2023",FALSE,FAKE,0,FAKE,
3351,Ciara O'Rourke,"“Congress, White House, IRS, Feds, Federal Reserve are shut down.”",Instagram posts,"April 14, 2023",pants-fire,FAKE,0,FAKE,
3352,Louis Jacobson,“Fewer people get hurt playing rugby” than American football.,Joe Biden,"April 14, 2023",barely-true,FAKE,0,FAKE,
3353,Ciara O'Rourke,Manhattan District Attorney Alvin Bragg “has been arrested.”,Facebook posts,"April 14, 2023",pants-fire,FAKE,0,FAKE,
3354,Ciara O'Rourke,Elon Musk is offering people the opportunity to make $1 million “in 90 days while sleeping in.”,Viral image,"April 14, 2023",FALSE,FAKE,0,FAKE,
3355,Jeff Cercone,“In America our own (central bank digital currency) system is going to be launching July 1. It’s called the FedNow payment system.”,TikTok posts,"April 14, 2023",FALSE,FAKE,0,FAKE,
3356,Ciara O'Rourke,Video proves John F. Kennedy Jr. is alive.,Viral image,"April 14, 2023",pants-fire,FAKE,0,FAKE,
3357,Ciara O'Rourke,Video shows John F. Kennedy Jr. in a “real presidential convoy.”,Facebook posts,"April 14, 2023",pants-fire,FAKE,0,FAKE,
3358,Ciara O'Rourke,Cash App founder Bob Lee’s death is connected to FedNow.,Instagram posts,"April 14, 2023",FALSE,FAKE,0,FAKE,
3359,Marta Campabadal,“¡Florida emergencia! Huracán Ian golpe directo”.,Facebook posts,"April 14, 2023",FALSE,FAKE,0,FAKE,
3360,Jeff Cercone,A video shows a steamroller destroying Bud Light cases in relation to Anheuser-Busch’s partnership with a trans person.,Instagram posts,"April 14, 2023",FALSE,FAKE,0,FAKE,
3361,Maria Briceño,“La NASA advierte que el sol podría dejar de brillar y causar una catástrofe”.,Facebook posts,"April 14, 2023",barely-true,FAKE,0,FAKE,
3362,Ciara O'Rourke,The person purporting to be Tiffany Dover is an impostor.,Viral image,"April 14, 2023",pants-fire,FAKE,0,FAKE,
3363,Tom Kertscher,HIV is not contagious.,Facebook posts,"April 13, 2023",pants-fire,FAKE,0,FAKE,
3364,Marta Campabadal,"""Latino, inmigrante, recién llegado … Si eres inmigrante en Estados Unidos y llevas más de tres meses ahí, podrías calificar para obtener cupones de comida”.",Facebook posts,"April 13, 2023",barely-true,FAKE,0,FAKE,
3365,Samantha Putterman,Abortion pills are dangerous and “1 in 5 women will suffer a complication.”,Alliance Defending Freedom,"April 13, 2023",FALSE,FAKE,0,FAKE,
3366,Jeff Cercone,"Lead paint was not banned to protect children’s health, but because it would protect people from radiation.",Facebook posts,"April 13, 2023",FALSE,FAKE,0,FAKE,
3367,Grace Abels,New Kansas law will “authorize genital inspections of children in order for kids to play sports.”,Tweets,"April 13, 2023",barely-true,FAKE,0,FAKE,
3368,Louis Jacobson,Actions of the Tennessee state legislators who protested against gun violence were “at least equivalent” to the actions of the Jan. 6 insurrectionists.,Cameron Sexton,"April 13, 2023",FALSE,FAKE,0,FAKE,
3369,Maria Briceño,"El presidente Joe Biden dijo, “estamos quebrados, completamente quebrados. Agarren su dinero del banco, sáquenlo, sáquenlo ya”.",Facebook posts,"April 13, 2023",pants-fire,FAKE,0,FAKE,
3370,Ciara O'Rourke,“Nike lost a lawsuit against antisemitism and has to give away gift cards to its customers.”,Facebook posts,"April 12, 2023",FALSE,FAKE,0,FAKE,
3371,Ciara O'Rourke,Video shows U.S. Rep. Jim Jordan slapping special counsel Robert Mueller.,Facebook posts,"April 12, 2023",pants-fire,FAKE,0,FAKE,
3372,Ciara O'Rourke,Video shows footage of the war in Ukraine.,Facebook posts,"April 12, 2023",FALSE,FAKE,0,FAKE,
3373,Ciara O'Rourke,“FEMA camps are open for the upcoming arrests for crimes against humanity.”,Facebook posts,"April 12, 2023",pants-fire,FAKE,0,FAKE,
3374,Sara Swann,“Canada just made it illegal to protest against the LGBT!”,Facebook posts,"April 12, 2023",FALSE,FAKE,0,FAKE,
3375,Marta Campabadal,“La OTAN ordena apuntar misiles a Rusia y Putin ordena a su ejército invadir Finlandia!”,Facebook posts,"April 12, 2023",FALSE,FAKE,0,FAKE,
3376,Ciara O'Rourke,Video shows Sen. Chris Murphy running away because Sen. Ted Cruz said “just shut your mouth.”,Facebook posts,"April 12, 2023",barely-true,FAKE,0,FAKE,
3377,Maria Briceño,“Joe Biden liberará a reos tras visita de Marco Rubio a El Salvador”.,Facebook posts,"April 12, 2023",FALSE,FAKE,0,FAKE,
3378,Amy Sherman,"When migrants arrived on Martha’s Vineyard, “They called out the National Guard and deported them within 24 hours.”",Ron DeSantis,"April 11, 2023",FALSE,FAKE,0,FAKE,
3379,Ciara O'Rourke,A photo shows Jeffrey Epstein with four boys on a beach.,Tweets,"April 11, 2023",FALSE,FAKE,0,FAKE,
3380,Louis Jacobson,“The 5 states with the highest gun homicide rates in the nation all have loose gun laws” while “the 5 states with the lowest rates have some of the toughest laws.”,Chris Murphy,"April 11, 2023",half-true,REAL,1,,
3381,Jeff Cercone,"Video shows ""HAARP gets destroyed” by protesters.",Instagram posts,"April 10, 2023",FALSE,FAKE,0,FAKE,
3382,Gabrielle Settles,Elon Musk said a new Tesla feature can scan testicles and use that information “to biometrically unlock and start the car.”,Instagram posts,"April 10, 2023",pants-fire,FAKE,0,FAKE,
3383,Sara Swann,“Anheuser-Busch CEO resigns” after Bud Light partners with transgender social media influencer Dylan Mulvaney.,Facebook posts,"April 10, 2023",FALSE,FAKE,0,FAKE,
3384,Ciara O'Rourke,“Hillary Clinton indicted.”,Facebook posts,"April 10, 2023",pants-fire,FAKE,0,FAKE,
3385,Jill Terreri,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,Ron DeSantis,"April 10, 2023",TRUE,REAL,1,,
3386,Madison Czopek,U.S. public schools don't teach the Declaration of Independence.,Facebook posts,"April 7, 2023",FALSE,FAKE,0,FAKE,
3387,Paul Specht,“North Carolina ranks last in the country in K-12 funding.”,North Carolina state House Democratic Caucus,"April 7, 2023",barely-true,FAKE,0,FAKE,
3388,Jeff Cercone,"""Vitamins aren’t FDA approved, but Twinkies are.”",Facebook posts,"April 7, 2023",barely-true,FAKE,0,FAKE,
3389,Loreben Tuquero,There have been no new COVID-19 variants since Dr. Anthony Fauci retired.,Instagram posts,"April 7, 2023",FALSE,FAKE,0,FAKE,
3390,Grace Abels,“Florida man charged with a hate crime” for defacing pride crosswalk.,Tweets,"April 7, 2023",barely-true,FAKE,0,FAKE,
